"","listing_id","03","04","05","06","07","09","10","12","08","11"
"448",1766697,17,21,6,6,31,29,31,31,31,30
"449",1774049,11,20,7,13,17,23,4,NA,31,NA
"450",1775014,17,30,31,30,31,29,31,31,31,30
"451",1779465,17,18,22,24,10,23,31,20,19,16
"452",1785371,17,20,25,25,NA,28,NA,NA,31,NA
"453",1788097,14,25,31,27,26,6,NA,NA,31,NA
"454",1788102,NA,NA,NA,2,NA,4,NA,NA,NA,NA
"455",1790920,17,30,31,30,31,29,31,31,31,30
"456",1797544,1,NA,NA,NA,NA,NA,NA,21,NA,NA
"457",1811287,1,3,NA,5,4,8,2,NA,NA,NA
"458",1819060,17,30,31,30,31,29,31,31,31,30
"459",1829496,17,30,31,30,31,29,31,31,31,30
"460",1846297,17,30,31,30,31,29,31,31,31,30
"461",1854759,13,29,15,27,15,30,29,9,26,30
"462",1858255,10,23,31,30,9,16,23,16,4,14
"463",1859046,3,30,19,11,3,20,11,NA,NA,NA
"464",1863038,16,15,13,4,5,17,14,10,NA,6
"465",1864170,4,13,NA,5,NA,6,8,31,NA,NA
"466",1865189,17,30,31,30,31,29,31,31,31,30
"467",1870994,15,25,22,4,NA,NA,NA,NA,NA,NA
"468",1882845,17,30,31,9,NA,NA,NA,NA,NA,NA
"469",1883013,NA,NA,NA,16,15,NA,NA,NA,3,NA
"470",1886633,NA,NA,NA,NA,NA,24,31,31,NA,30
"471",1901306,17,30,19,28,3,19,24,2,NA,5
"472",1910871,4,3,NA,NA,NA,19,10,NA,NA,NA
"473",1917537,15,20,15,22,20,21,29,25,19,30
"474",1921558,16,6,2,4,17,16,24,NA,24,5
"475",1926546,17,30,31,30,31,29,31,31,31,30
"476",1927108,NA,NA,NA,16,5,24,31,24,NA,30
"477",1928731,17,26,28,29,23,23,29,17,NA,23
"478",1942059,3,28,28,29,28,23,27,23,23,20
"479",1947860,17,30,31,9,NA,NA,NA,NA,NA,NA
"480",1956571,NA,NA,NA,17,3,6,NA,NA,31,NA
"481",1958786,NA,NA,NA,21,1,29,15,25,31,NA
"482",1973442,5,16,28,20,17,21,25,30,14,10
"483",1990801,16,30,25,30,24,23,31,10,18,20
"484",1994074,6,14,NA,8,4,11,11,NA,NA,NA
"485",2001012,12,24,22,28,23,23,31,NA,NA,NA
"486",2010660,17,30,31,30,31,29,31,31,31,30
